Key,English,Japanese
armornomadgloves,Nomad Gloves ,遊牧民グローブ
armornomadhelmet,Nomad Headgear ,遊牧民ヘッドギア
armornomadoutfit,Nomad Outfit ,遊牧民衣装
armorpreacherboots,Preacher Boots ,説教者ブーツ
armorpreachergloves,Preacher Gloves ,説教者グローブ
armorpreacherhelmet,Preacher Hat ,説教者ハット
armorpreacheroutfit,Preacher Outfit ,説教者衣装
armorprimitiveboots,Primitive Shoes ,原始的な靴
armorprimitivegloves,Primitive Gloves ,原始的なグローブ
armorprimitivehelmet,Primitive Hood ,原始的なフード
armorprimitivemaster,Primitive Armor Master ,原始防具マスター
armorprimitiveoutfit,Primitive Outfit ,原始的な衣装
armorraiderboots,Raider Boots ,レイダーブーツ
armorraidergloves,Raider Gloves ,レイダーグローブ
armorraiderhelmet,Raider Helmet ,レイダーヘルメット
armorraideroutfit,Raider Outfit ,レイダー衣装
armorrangerboots,Ranger Boots ,レンジャーブーツ
armorrangergloves,Ranger Gloves ,レンジャーグローブ
armorrangerhelmet,Ranger Hat ,レンジャーハット
armorrangeroutfit,Ranger Outfit ,レンジャー衣装
armorrogueboots,Rogue Boots ,ローグブーツ
armorroguegloves,Rogue Gloves ,ローググローブ
armorroguehelmet,Rogue Hood ,ローグフード
armorrogueoutfit,Rogue Outfit ,ローグ衣装
armorscavengerboots,Scavenger Boots ,スカベンジャーブーツ
armorscavengergloves,Scavenger Gloves ,スカベンジャーグローブ
armorscavengerhelmet,Scavenger Hat ,スカベンジャーハット
armorscavengeroutfit,Scavenger Outfit ,スカベンジャー衣装
carbattery,Lead Car Battery ,バッテリー
gunbott1junksledge,Robotic Sledge ,ロボットスレッジ
gunbott2junkturret,Robotic Turret ,ロボット砲台
gunbott3junkdrone,Robotic Drone ,ロボットドローン
gunbowt0primitivebow,Primitive Bow ,粗末な弓
gunbowt1ironcrossbow,Iron Crossbow ,鉄製クロスボウ
gunbowt1woodenbow,Wooden Bow ,木の弓
gunbowt3compoundbow,Compound Bow ,複合弓
gunbowt3compoundcrossbow,Compound Crossbow ,複合クロスボウ
gunexplosivest3rocketlauncher,Rocket Launcher ,ロケットランチャー
gunhandgunt0pipepistol,Pipe Pistol ,パイプピストル
gunhandgunt1pistol,Pistol ,ピストル
gunhandgunt2magnum44,.44 Magnum ,.44マグナム
gunhandgunt3desertvulture,.44 Desert Vulture ,.44 デザートヴァルチャー
gunhandgunt3smg5,SMG-5
gunmgt0pipemachinegun,Pipe Machine Gun ,パイプマシンガン
gunmgt1ak47,AK-47 Machine Gun ,AK-47マシンガン
gunmgt2tacticalar,Tactical Assault Rifle ,タクティカルアサルトライフル
gunmgt3m60,M60 Machine Gun ,M60マシンガン
gunriflet0piperifle,Pipe Rifle ,パイプライフル
gunriflet1huntingrifle,Hunting Rifle ,狩猟ライフル
gunriflet2leveractionrifle,Lever Action Rifle ,レバーアクションライフル
gunriflet3sniperrifle,Sniper Rifle ,スナイパーライフル
gunshotgunt0pipeshotgun,Pipe Shotgun ,パイプショットガン
gunshotgunt1doublebarrel,Double Barrel Shotgun ,2連ショットガン
gunshotgunt2pumpshotgun,Pump Shotgun ,ポンプアクション式ショットガン
gunshotgunt3autoshotgun,Auto Shotgun ,オートショットガン
meleetoolaxet1ironfireaxe,Iron Fireaxe ,鉄製消防斧
meleetoolaxet2steelaxe,Steel Axe ,鉄鋼斧
meleetoolaxet3chainsaw,Chainsaw ,チェーンソー
meleetoolpickt1ironpickaxe,Iron Pickaxe ,鉄つるはし
meleetoolpickt2steelpickaxe,Steel Pickaxe ,鉄鋼つるはし
meleetoolpickt3auger,Auger ,オーガー
meleetoolrepairt0stoneaxe,Stone Axe ,石斧
meleetoolrepairt1clawhammer,Claw Hammer ,くぎ抜きハンマー
meleetoolrepairt3nailgun,Nailgun ,ネイルガン
meleetoolsalvaget1wrench,Wrench ,レンチ
meleetoolsalvaget2ratchet,Ratchet ,ラチェット
meleetoolsalvaget3impactdriver,Impact Driver ,衝撃ドライバー
meleetoolshovelt0stoneshovel,Stone Shovel ,石ショベル
meleetoolshovelt1ironshovel,Iron Shovel ,鉄ショベル
meleetoolshovelt2steelshovel,Steel Shovel ,鉄鋼ショベル
meleewpnbatont0pipebaton,Pipe Baton ,パイプバトン
meleewpnbatont2stunbaton,Stun Baton ,スタンバトン
meleewpnbladet0boneknife,Bone Knife ,骨ナイフ
meleewpnbladet1huntingknife,Hunting Knife ,狩猟ナイフ
meleewpnbladet3machete,Machete ,マチェーテ
meleewpnclubt0woodenclub,Wooden Club ,木製棍棒
meleewpnclubt1baseballbat,Baseball Bat ,ベースボールバット
meleewpnclubt3steelclub,Steel Club ,鉄鋼製棍棒
meleewpnknucklest0leatherknuckles,Knuckle Wraps ,ナックルラップ
meleewpnknucklest1ironknuckles,Iron Knuckles ,鉄ナックル
meleewpnknucklest3steelknuckles,Steel Knuckles ,鉄鋼ナックル
meleewpnsledget0stonesledgehammer,Stone Sledgehammer ,石製スレッジハンマー
meleewpnsledget1ironsledgehammer,Iron Sledgehammer ,鉄製スレッジハンマー
meleewpnsledget3steelsledgehammer,Steel Sledgehammer ,鉄鋼製スレッジハンマー
meleewpnspeart0stonespear,Stone Spear ,石槍
meleewpnspeart1ironspear,Iron Spear ,鉄槍
meleewpnspeart3steelspear,Steel Spear ,鉄鋼槍
ammo44magnumbulletap,AP .44 Magnum Ammo ,AP.44マグナム弾
ammo44magnumbulletapDesc,Unlock AP .44 Magnum Ammo ,AP.44マグナム弾を解放
ammo44magnumbullethp,HiPower .44 Magnum Ammo ,ハイパワー.44マグナム弾
ammo44magnumbullethpDesc,Unlock HiPower .44 Magnum Ammo ,ハイパワー.44マグナム弾を解放
ammo762mmbulletap,AP 7.62mm Ammo ,AP 7.62mm弾
ammo762mmbulletapDesc,Unlock AP 7.62mm Ammo ,AP 7.62mm弾を解放
ammo762mmbullethp,HiPower 7.62mm Ammo ,ハイパワー7.62mm弾
ammo762mmbullethpDesc,Unlock HiPower 7.62mm Ammo ,ハイパワー7.62mm弾を解放
ammo9mmbulletap,AP 9mm Ammo ,AP 9mm弾
ammo9mmbulletapDesc,Unlock AP 9mm Ammo ,AP 9mm弾を解放
ammo9mmbullethp,HiPower 9mm Ammo ,ハイパワー9mm弾
ammo9mmbullethpDesc,Unlock HiPower 9mm Ammo ,ハイパワー9mm弾を解放
ammoarrowexploding,Exploding Arrow (Ammo) ,爆発矢（弾薬）
ammoarrowexplodingDesc,Rifle grenades gone medieval. Ages 6 and up. ,中世版小銃擲弾です。対象年齢6才以上。
ammoarrowflaming,Flaming Arrow (Ammo) ,燃焼矢（弾薬）
ammoarrowflamingDesc,A flaming arrow does the most damage by setting its victims on fire. Hold reload to use alternate ammo. ,対象者に火を放つことで最高クラスのダメージを与える燃え盛る矢です。\nリロード長押しで別の弾薬を使用できます。
ammoarrowsteelap,Steel Arrow (Ammo) ,鉄鋼矢（弾薬）
ammoarrowsteelapDesc,Steel-tipped arrows do yet more damage and fly straighter.\nHold reload to use alternate ammo. ,鉄鋼製の矢尻を持つた矢で、より大きなダメージを与えることができ、より直線的に飛びます。\nリロード長押しで別の弾薬を使用できます。
ammobundle44magnumbulletap,Box of AP .44 Magnum Ammo (100) ,AP.44マグナム弾（100）個入りの箱
ammobundle44magnumbulletapDesc,Unlock Box of AP .44 Magnum Ammo (100) ,AP.44マグナム弾（100）個入りの箱を解放
ammobundle44magnumbulletball,Box of .44 Magnum Ammo (100) ,.44マグナム弾（100）個入りの箱
ammobundle44magnumbulletballDesc,Unlock Box of .44 Magnum Ammo (100) ,.44マグナム弾（100）個入りの箱を解放
ammobundle44magnumbullethp,Box of HP .44 Magnum Ammo (100) ,HP .44マグナム弾（100）個入りの箱
ammobundle44magnumbullethpDesc,Unlock Box of HP .44 Magnum Ammo (100) ,HP .44マグナム弾（100）個入りの箱を解放
ammobundle762mmbulletap,Box of AP 7.62mm Ammo (100) ,AP 7.62mm弾（100）個入りの箱
ammobundle762mmbulletapDesc,Unlock Box of AP 7.62mm Ammo (100) ,AP 7.62mm弾（100）個入りの箱を解放
ammobundle762mmbulletball,Box of 7.62mm Ammo (100) ,7.62mm弾（100）個入りの箱
ammobundle762mmbulletballDesc,Unlock Box of 7.62mm Ammo (100) ,7.62mm弾（100）個入りの箱を解放
ammobundle762mmbullethp,Box of HP 7.62mm Ammo (100) ,HP 7.62mm弾（100）個入りの箱
ammobundle762mmbullethpDesc,Unlock Box of HP 7.62mm Ammo (100) ,HP 7.62mm弾（100）個入りの箱を解放
ammobundle9mmbulletap,Box of AP 9mm Ammo (100) ,AP 9mm弾（100）個入りの箱
ammobundle9mmbulletapDesc,Unlock Box of AP 9mm Ammo (100) ,AP 9mm弾（100）個入りの箱を解放
ammobundle9mmbulletball,Box of 9mm Ammo (100) ,9mm弾（100）個入りの箱
ammobundle9mmbulletballDesc,Unlock Box of 9mm Ammo (100) ,9mm弾（100）個入りの箱を解放
ammobundle9mmbullethp,Box of HP 9mm Ammo (100) ,HP 9mm弾（100）個入りの箱
ammobundle9mmbullethpDesc,Unlock Box of HP 9mm Ammo (100) ,HP 9mm弾（100）個入りの箱を解放
ammobundlearrowexploding,Box of Exploding Arrows (75) ,爆発矢（75）本入りの箱
ammobundlearrowexplodingDesc,Unlock Box of Exploding Arrows (75) ,爆発矢（75）本入りの箱を解放
ammobundlearrowflaming,Box of Flaming Arrows (100) ,燃焼矢（100）本入りの箱
ammobundlearrowflamingDesc,Unlock Box of Flaming Arrows (100) ,燃焼矢（100）本入りの箱を解放
ammobundlearrowiron,Box of Iron Arrows (100) ,鉄矢（100）本入りの箱
ammobundlearrowironDesc,Unlock Box of Iron Arrows (100) ,鉄矢（100）本入りの箱を解放
ammobundlearrowsteelap,Box of Steel Arrows (100) ,鉄鋼矢（100）本入りの箱
ammobundlearrowsteelapDesc,Unlock Box of Steel Arrows (100) ,鉄鋼矢（100）本入りの箱を解放
ammobundlearrowstone,Box of Stone Arrows (100) ,石矢（100）本入りの箱
ammobundlearrowstoneDesc,Unlock Box of Stone Arrows (100) ,石矢（100）本入りの箱を解放
ammobundlecrossbowboltexploding,Box of Exploding Crossbow Bolts (75) ,クロスボウ用爆発ボルト（75）本入りの箱
ammobundlecrossbowboltexplodingDesc,Unlock Box of Exploding Crossbow Bolts (75) ,クロスボウ用爆発ボルト（75）本入りの箱を解放
ammobundlecrossbowboltflaming,Box of Flaming Crossbow Bolts (100) ,クロスボウ用燃焼ボルト（100）本入りの箱
ammobundlecrossbowboltflamingDesc,Unlock Box of Flaming Crossbow Bolts (100) ,クロスボウ用燃焼ボルト（100）本入りの箱を解放
ammobundlecrossbowboltiron,Box of Iron Crossbow Bolts (100) ,クロスボウ用鉄ボルト（100）本入りの箱
ammobundlecrossbowboltironDesc,Unlock Box of Iron Crossbow Bolts (100) ,クロスボウ用鉄ボルト（100）本入りの箱を解放
ammobundlecrossbowboltsteelap,Box of Steel Crossbow Bolts (100) ,クロスボウ用鉄鋼ボルト（100）本入りの箱
ammobundlecrossbowboltsteelapDesc,Unlock Box of Steel Crossbow Bolts (100) ,クロスボウ用鉄鋼ボルト（100）本入りの箱を解放
ammobundlecrossbowboltstone,Box of Stone Crossbow Bolts (100) ,クロスボウ用石ボルト（100）本入りの箱
ammobundlecrossbowboltstoneDesc,Unlock Box of Stone Crossbow Bolts (100) ,クロスボウ用石ボルト（100）本入りの箱を解放
ammobundlejunkturretap,Box of AP Robotic Turret Ammo (1000) ,APロボット砲台弾（1000）個入りの箱
ammobundlejunkturretapDesc,Unlock Box of AP Robotic Turret Ammo (1000) ,APロボット砲台弾（1000）個入りの箱を解放
ammobundlejunkturretregular,Box of Robotic Turret Ammo (1000) ,ロボット砲台弾（1000）個入りの箱
ammobundlejunkturretregularDesc,Unlock Box of Robotic Turret Ammo (1000) ,ロボット砲台弾（1000）個入りの箱を解放
ammobundlejunkturretshell,Box of Robotic Turret Shell Ammo (1000) ,ロボット砲台シェル（1000）個入りの箱
ammobundlejunkturretshellDesc,Unlock Box of Robotic Turret Shell Ammo (1000) ,ロボット砲台シェル（1000）個入りの箱を解放
ammobundlemaster,Ammo Bundle Master ,弾薬バンドルマスター
ammobundlemasterDesc,Unlock Ammo Bundle Master ,弾薬バンドルマスターを解放
ammobundleshotgunbreachingslug,Box of Shotgun Breaching Slugs (100) ,ショットガン用ブリーチング弾（100）個入りの箱
ammobundleshotgunbreachingslugDesc,Unlock Box of Shotgun Breaching Slugs (100) ,ショットガン用ブリーチング弾（100）個入りの箱を解放
ammobundleshotgunshell,Box of Shotgun Shells (100) ,ショットガン用シェル（100）個入りの箱
ammobundleshotgunshellDesc,Unlock Box of Shotgun Shells (100) ,ショットガン用シェル（100）個入りの箱を解放
ammobundleshotgunslug,Box of Shotgun AP Slugs (100) ,ショットガン用AP弾（100）個入りの箱
ammobundleshotgunslugDesc,Unlock Box of Shotgun AP Slugs (100) ,ショットガン用AP弾（100）個入りの箱を解放
ammocrossbowboltexploding,Exploding Crossbow Bolts ,クロスボウ用爆発ボルト
ammocrossbowboltexplodingDesc,Unlock Exploding Crossbow Bolts ,クロスボウ用爆発ボルトを解放
ammocrossbowboltflaming,Flaming Crossbow Bolt (Ammo) ,クロスボウ用燃焼ボルト（弾薬）
ammocrossbowboltflamingDesc,A flaming bolt does the most damage by setting its victims on fire. Hold reload to use alternate ammo. ,対象者に火を放つことで最高クラスのダメージを与える燃え盛るボルトです。\nリロード長押しで別の弾薬を使用できます。
ammocrossbowboltsteelap,Steel Crossbow Bolt (Ammo) ,クロスボウ用鉄鋼ボルト（弾薬）
ammocrossbowboltsteelapDesc,Steel-tipped bolts do yet more damage and fly straighter.\nHold reload to use alternate ammo. ,鉄鋼製の矢尻をつけたクロスボウ用のボルトです。石や鉄のボルトより大きなダメージを与えることができ、より直線的に飛びます。\nリロード長押しで別の弾薬を使用できます。
ammogascan,Gas Can ,ガソリン缶
ammogascanDesc,A can of gas. Can be used to fuel powered tools and vehicles.\nCrafted in lots of 2. ,ガソリン入りの缶です。動力源を用いるツールや車両の燃料として使用できます。\n\n2個ずつクラフトされます。
ammogascanbundle,Stack of Gas Cans (5000) ,ガソリン缶（バルク・5000）
ammogascanbundleDesc,This is a compact stack of gas cans. Use this item to open and unpack it. ,大量のガソリン缶がコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。
ammojunkturretap,AP Robotic Turret Ammo ,APロボット砲台弾
ammojunkturretapDesc,Unlock AP Robotic Turret Ammo ,APロボット砲台弾を解放
ammojunkturretshell,Robotic Turret Shells (Ammo) ,ロボット砲台シェル(弾)
ammojunkturretshellDesc,Effective at closer ranges and against more than a single target. ,2体以上のターゲットに対して接近戦で効果的
ammorocketfrag,Rocket Frag (Ammo) ,破砕ロケット（弾薬）
ammorocketfragDesc,A fragmentation rocket used as rocket launcher ammunition can be crafted at a forge and workbench once you've gained the perk. ,ロケットランチャーの弾薬として使用する破砕性のロケットで、専用のクラフトスキルを上げることで、クラフト可能になります。
ammorockethe,Rocket HE (Ammo) ,榴弾ロケット（弾薬）
ammorocketheDesc,A high explosive rocket used as rocket launcher ammunition can be crafted at a forge and workbench once you've gained the perk. ,ロケットランチャーの弾薬として使用する高性能爆薬のロケットで、専用のクラフトスキルを上げることで、クラフト可能になります。
ammoshotgunbreachingslug,Shotgun Breaching Slug (Ammo) ,ショットガン用ブリーチング弾（弾薬）
ammoshotgunbreachingslugDesc,Designed for use against door hinges or locks for quick entry.\nNot very useful in a fight due to the extremely short range. ,素早く入室するために蝶番や鍵に対して使用するよう設計されています。\n射程が非常に狭く、戦闘においてはあまり役に立ちません。
ammoshotgunslug,Shotgun AP Slug (Ammo) ,ショットガン用AP弾（弾薬）
ammoshotgunslugDesc,Armor piercing shotgun ammo that fires a single projectile.\nDamage falls off rapidly beyond the effective range.\nHold reload to use alternate ammo. ,単一の弾を発射するショットガン用の貫通弾です。\n有効射程外ではダメージが劇的に低下します。\nリロード長押しで別の弾薬を使用できます。
armorassassinbootsDesc,"Medium Armor\nSilent, but deadly. Sprinting while sneaking makes no extra sound.\n\nFull Set Bonus: Become hidden faster. ,ミディアムアーマー\n静かで殺人的。\nしゃがみ移動中に走っても余計な音がしなくなります。\n\nフルセットボーナス： より早く敵から隠れることができます。"
armorassassinglovesDesc,Medium Armor\nDexterity is the key to unleashing your fury. Increases attack speed with all weapons governed by agility.\n\nFull Set Bonus: Become hidden faster. ,ミディアムアーマー\n器用さは怒りを爆発させる鍵です。\n素早さツリー内の武器使用時、攻撃速度上昇。\n\nフルセットボーナス： より早く敵から隠れることができます。
armorassassinhelmetDesc,Medium Armor\nThey'll never see it coming. Deal more damage when sneaking.\n\nFull Set Bonus: Become hidden faster. ,ミディアムアーマー\n誰にも気付かれず攻撃します。\nスニーク中、ダメージ量上昇。\n\nフルセットボーナス： より早く敵から隠れることができます。
armorassassinoutfitDesc,"Medium Armor\nMove unseen, unheard, and unharmed. Increases sneak effectiveness.\n\nFull Set Bonus: Become hidden faster. ,ミディアムアーマー\n見られず、聞かれず、傷つけられず動きます。\nスニーク性能が上昇し、敵に見つかりにくくなります。\n\nフルセットボーナス： より早く敵から隠れることができます。"
armorathleticbootsDesc,"Light Armor\nYou don't have to be the fastest, you just have to not be the slowest. Increases run speed.\n\nFull Set Bonus: Use less food and water. ,ライトアーマー\n最速である必要はありません。最遅にならなければいいのです。\n走行速度上昇。\n\nフルセットボーナス： 食料値と水分値が減りにくくなります。"
armorathleticglovesDesc,Light Armor\nStronger grip that won't wear you down. Increases max stamina.\n\nFull Set Bonus: Use less food and water. ,ライトアーマー\n軽量ですが、しっかりとしたグリップです。\n最大スタミナ値上昇。\n\nフルセットボーナス： 食料値と水分値が減りにくくなります。
armorathletichelmetDesc,"Light Armor\nLook the part to strike a better deal. Food, drinks, and drugs cost less.\n\nFull Set Bonus: Use less food and water. ,ライトアーマー\nそれらしく見えると交渉が上手くなります。\n飲食品と医療品の購入価格が安くなります。\n\nフルセットボーナス： 食料値と水分値が減りにくくなります。"
armorathleticoutfitDesc,Light Armor\nAthleticism boosts vigor in battle. Increases max health\n\nFull Set Bonus: Use less food and water. ,ライトアーマー\n運動神経は戦いの活力を高めます。\n最大体力値上昇。\n\nフルセットボーナス： 食料値と水分値が減りにくくなります。
armorbikerbootsDesc,Medium Armor\nNothing says kick ass more than a pair of leather biker boots. Use less stamina with melee weapons.\n\nFull Set Bonus: Armor rating is increased. Minibikes and motorcycles use less fuel. ,ミディアムアーマー\n革製のバイカーブーツ以上にかっこいい物はありません。\n近接武器使用時、スタミナ消費量軽減。\n\nフルセットボーナス： アーマー値上昇。ミニバイクとオートバイの燃料消費軽減。
armorbikerglovesDesc,Medium Armor\nImprove your punch and look nasty doing it too. Increases melee weapon damage.\n\nFull Set Bonus: Armor rating is increased. Minibikes and motorcycles use less fuel. ,ミディアムアーマー\nバイカーグローブはかっこいいだけではなく、パンチ力が上がります。\n近接武器使用時、ダメージ量上昇。\n\nフルセットボーナス： アーマー値上昇。ミニバイクとオートバイの燃料消費軽減。
armorbikerhelmetDesc,Medium Armor\nTake a hit while looking intimidating at the same time. Increases stun resistance.\n\nFull Set Bonus: Armor rating is increased. Minibikes and motorcycles use less fuel. ,ミディアムアーマー\nバイカーヘルメットは迫力がある上に打たれ強くなります。\n脳震盪耐性が上昇。\n\nフルセットボーナス： アーマー値上昇。ミニバイクとオートバイの燃料消費軽減。
armorbikeroutfitDesc,Medium Armor\nLook and feel like a badass. Increases max health.\n\nFull Set Bonus: Armor rating is increased. Minibikes and motorcycles use less fuel. ,ミディアムアーマー\nバイカー衣装を着用すると、見た目も気分もかっこよくなります。\n最大体力値上昇。\n\nフルセットボーナス： アーマー値上昇。ミニバイクとオートバイの燃料消費軽減。
armorcommandobootsDesc,Medium Armor\nThese carbon fiber toed ass kickers make you look tough and help you run faster. Increases run speed.\n\nFull Set Bonus: Recovery items work faster. ,ミディアムアーマー\nカーボンファイバー入りで、あなたの見た目をタフにし、走りを良くします。\n走行速度上昇。\n\nフルセットボーナス： 治療済み重症の回復速度上昇。
armorcommandoglovesDesc,Medium Armor\nProtect your trigger finger and dish out the pain. Increases damage with all ranged weapons.\n\nFull Set Bonus: Recovery items work faster. ,ミディアムアーマー\nあなたのトリガーハッピーな指を保護しながら、敵を痛めつけることが出来ます。\n遠距離武器使用時、ダメージ量上昇。\n\nフルセットボーナス： 治療済み重症の回復速度上昇。
armorcommandohelmetDesc,Medium Armor\nProtect your skull from incoming attacks. Adds stun resistance.\n\nFull Set Bonus: Recovery items work faster. ,ミディアムアーマー\n頭蓋骨を保護しましょう。\n脳震盪耐性上昇。\n\nフルセットボーナス： 治療済み重症の回復速度上昇。
